id,BidPrice,AcceptedBid,ExpectedRevenue,ExpectedConversion,Bid identifier
59034235,35,1,189.2,0.253,47.8676
59034294,,0,102.4,0.306,31.3344
59034313,35,1,357.21,0.204,72.87084
59034343,75,1,505.45,0.318,160.7331
59034365,,0,7.28,0.345,2.5116
59034384,,0,157.92,0.281,44.37552
59034409,,0,-113.04,0.387,-43.74648
59034419,75,1,577.84,0.366,211.48944
59034462,,0,-99.92,0.44,-43.9648
59034463,,0,-4.32,0.357,-1.54224
59034507,,0,-96.88,0.412,-39.91456
59034511,35,1,212.16,0.361,76.58976
59034554,35,1,271.65,0.299,81.22335
59034626,,0,-87.12,0.196,-17.07552
59034707,35,1,369.06,0.281,103.70586
59034796,,0,-109.52,0.387,-42.38424
59034837,,0,52.8,0.254,13.4112
59034883,,0,-54.32,0.413,-22.43416
59034924,35,0,410.3,0.15,61.545
59034965,,0,-122.4,0.319,-39.0456
59034981,,0,48.48,0.397,19.24656
59034995,,0,46.16,0.27,12.4632
59034985,75,1,413.48,0.36,148.8528
59035076,,0,-125.28,0.504,-63.14112
59035077,,0,-21.92,0.418,-9.16256
59035138,35,1,343.49,0.36,123.6564
59035224,,0,126,0.212,26.712
59035222,35,1,268.44,0.233,62.54652
59035238,75,1,515.81,0.404,208.38724
59035287,,0,-98,0.375,-36.75
59035306,35,0,176.24,0.443,78.07432
59035389,35,1,267.44,0.287,76.75528
59035409,,0,-59.44,0.212,-12.60128
59035446,35,0,306.34,0.416,127.43744
59035488,,0,-129.2,0.374,-48.3208
59035546,,0,55.44,0.382,21.17808
59035584,75,1,526.93,0.352,185.47936
59035673,,0,-38.8,0.231,-8.9628
59035717,35,1,107.92,0.313,33.77896
59035869,,0,59.36,0.284,16.85824
59035884,35,0,164.24,0.222,36.46128
59035987,,0,-25.36,0.227,-5.75672
59035986,,0,18.56,0.524,9.72544
59036208,,0,75.04,0.403,30.24112
59036244,35,1,107.44,0.434,46.62896
59036272,,0,-40.48,0.393,-15.90864
59036378,35,0,314.38,0.204,64.13352
59036411,35,1,247.12,0.396,97.85952
59036413,,0,-45.76,0.349,-15.97024
59036441,,0,54.72,0.328,17.94816
59036504,35,1,200.96,0.393,78.97728
59036566,,0,-66.24,0.313,-20.73312
59036615,,0,33.92,0.312,10.58304
59036618,35,0,426.96,0.184,78.56064
59036695,75,1,669.16,0.641,428.93156
59036707,35,1,202.08,0.45,90.936
59036723,,0,63.2,0.357,22.5624
59036797,75,1,653.37,0.218,142.43466
59036870,35,1,239.28,0.332,79.44096
59036926,,0,-120.96,0.306,-37.01376
59036973,,0,146,0.248,36.208
59037011,,0,-102.32,0.229,-23.43128
59037216,,0,48,0.24,11.52
59037251,,0,-113.44,0.327,-37.09488
59037475,,0,82.56,0.334,27.57504
59037494,,0,-17.76,0.221,-3.92496
59037587,,0,-56.08,0.339,-19.01112
59037608,,0,-32.24,0.634,-20.44016
59037656,,0,73.44,0.39,28.6416
59037673,,0,10.96,0.356,3.90176
59037720,,0,-98.16,0.298,-29.25168
59037768,75,1,559.66,0.314,175.73324
59037777,35,1,188.4,0.277,52.1868
59037835,,0,-75.68,0.453,-34.28304
59037864,,0,-1.84,0.24,-0.4416
59037876,,0,-52,0.477,-24.804
59037904,,0,13.76,0.274,3.77024
59037890,35,0,216.72,0.182,39.44304
59037956,,0,123.68,0.147,18.18096
59038037,,0,38.48,0.307,11.81336
59038044,,0,-15.84,0.514,-8.14176
59038185,,0,56,0.264,14.784
59038192,75,1,496.46,0.386,191.63356
59038221,35,1,126.48,0.391,49.45368
59038237,75,1,612.48,0.257,157.40736
59038275,,0,77.28,0.303,23.41584
59038290,,0,-59.6,0.266,-15.8536
59038299,75,1,546.29,0.276,150.77604
59038311,75,1,483.53,0.369,178.42257
59038437,,0,-130.64,0.396,-51.73344
59038477,,0,64.96,0.351,22.80096
59038489,75,1,491.02,0.325,159.5815
59038608,75,1,567.94,0.277,157.31938
59038639,,0,-36,0.248,-8.928
59038695,,0,-34.88,0.565,-19.7072
59038767,75,1,431.97,0.351,151.62147
59038795,,0,-57.68,0.45,-25.956
59038890,,0,191.84,0.406,77.88704
59038941,,0,55.36,0.313,17.32768
59039003,,0,195.44,0.273,53.35512
59039022,,0,16.4,0.213,3.4932
59039033,,0,-9.2,0.389,-3.5788
59039109,,0,28.72,0.24,6.8928
59039123,,0,-54.88,0.23,-12.6224
59039359,35,0,150.32,0.347,52.16104
59039416,,0,-88.72,0.224,-19.87328
59039447,,0,9.68,0.339,3.28152
59039478,,0,91.52,0.295,26.9984
59039683,35,0,248.4,0.238,59.1192
59039742,,0,53.92,0.31,16.7152
59039730,35,1,187.52,0.36,67.5072
59039781,,0,-115.28,0.301,-34.69928
59039799,,0,26.56,0.244,6.48064
59039820,,0,-64.64,0.286,-18.48704
59039841,,0,11.04,0.407,4.49328
59039840,35,0,355.74,0.219,77.90706
59039880,35,1,280.03,0.304,85.12912
59039908,,0,39.84,0.325,12.948
59039950,,0,-89.12,0.295,-26.2904
59039959,75,1,399.49,0.333,133.03017
59040012,35,1,107.28,0.464,49.77792
59040050,75,1,338.25,0.47,158.9775
59040164,,0,114.48,0.341,39.03768
59040211,,0,-24.8,0.269,-6.6712
59040226,,0,49.36,0.342,16.88112
59040470,,0,30,0.28,8.4
59040541,35,1,79.6,0.478,38.0488
59040639,,0,-0.48,0.49,-0.2352
59040696,,0,124.48,0.239,29.75072
59040722,35,1,348.56,0.322,112.23632
59040915,,0,-7.28,0.316,-2.30048
59040976,35,1,196.24,0.313,61.42312
59041240,,0,50,0.455,22.75
59041257,,0,164.64,0.191,31.44624
59041286,35,0,120.72,0.473,57.10056
59041419,,0,-12.8,0.22,-2.816
59041405,35,1,362.28,0.242,87.67176
59041463,35,1,151.12,0.356,53.79872
59041607,,0,-97.68,0.404,-39.46272
59041649,,0,2.32,0.216,0.50112
59041672,,0,-131.12,0.336,-44.05632
59041733,50,0,482.4,0.189,91.1736
59041797,35,1,431.83,0.226,97.59358
59041862,35,1,325.25,0.328,106.682
59041900,,0,-39.68,0.438,-17.37984
59041902,35,0,285.35,0.138,39.3783
59042035,,0,-102.48,0.278,-28.48944
59042100,,0,-33.12,0.633,-20.96496
59042140,,0,111.52,0.22,24.5344
59042162,35,0,291.58,0.276,80.47608
59042200,3,1,270.61,0.109,29.49649
59042241,,0,7.84,0.172,1.34848
59042254,35,0,323.72,0.302,97.76344
59042262,35,0,317.3,0.257,81.5461
59042457,,0,30.4,0.208,6.3232
59042520,75,1,512.46,0.511,261.86706
59042754,,0,60.32,0.376,22.68032
59042764,35,1,165.68,0.317,52.52056
59042932,,0,29.6,0.428,12.6688
59043048,75,1,467.01,0.278,129.82878
59043082,35,1,133.68,0.319,42.64392
59043165,75,1,445.47,0.349,155.46903
59043218,,0,-97.44,0.341,-33.22704
59043212,35,1,250.96,0.464,116.44544
59043297,35,1,324.71,0.222,72.08562
59043384,,0,-118,0.524,-61.832
59043406,35,1,236.96,0.401,95.02096
59043445,35,0,227.36,0.228,51.83808
59043574,35,1,244.24,0.537,131.15688
59043601,,0,-3.36,0.283,-0.95088
59043691,35,0,306.34,0.234,71.68356
59043746,35,0,268.68,0.509,136.75812
59043759,75,1,696.85,0.566,394.4171
59043771,75,1,667.22,0.116,77.39752
59043830,75,1,449.43,0.327,146.96361
59043854,,0,-11.28,0.586,-6.61008
59043910,35,1,339.38,0.402,136.43076
59043932,,0,-112,0.298,-33.376
59043959,,0,17.36,0.271,4.70456
59043963,,0,-42.72,0.308,-13.15776
59044004,,0,-22.56,0.271,-6.11376
59044023,,0,81.44,0.329,26.79376
59044074,,0,95.84,0.308,29.51872
59044064,35,0,318.45,0.249,79.29405
59044105,,0,83.28,0.196,16.32288
59044239,,0,-99.92,0.643,-64.24856
59044320,,0,-74.64,0.237,-17.68968
59044335,,0,-50.48,0.218,-11.00464
59044368,35,1,214.4,0.297,63.6768
59044431,,0,34,0.296,10.064
59044445,35,1,406.9,0.193,78.5317
59044479,35,1,321.81,0.225,72.40725
59044533,35,1,265.52,0.54,143.3808
59044543,,0,59.92,0.294,17.61648
59044645,75,1,520.03,0.319,165.88957
59044722,,0,58.08,0.229,13.30032
59044735,35,1,266.19,0.184,48.97896
59044778,35,1,105.84,0.354,37.46736
59044844,,0,-126.16,0.287,-36.20792
59044851,,0,-59.52,0.363,-21.60576
59044903,,0,243.44,0.235,57.2084
59044920,35,0,167.84,0.455,76.3672
59044940,35,1,110.8,0.447,49.5276
59044991,,0,-9.28,0.339,-3.14592
59045018,,0,-119.92,0.556,-66.67552
59045066,35,1,212.48,0.172,36.54656
59045103,,0,-51.84,0.423,-21.92832
59045123,35,0,143.36,0.249,35.69664
59045253,,0,76.08,0.213,16.20504
59045303,,0,-60.64,0.198,-12.00672
59045314,35,1,197.84,0.399,78.93816
59045360,,0,120.24,0.216,25.97184
59045412,,0,-87.84,0.378,-33.20352
59045441,35,0,260.72,0.268,69.87296
59045494,,0,83.44,0.296,24.69824
59045495,,0,-28,0.355,-9.94
59045572,,0,-1.36,0.172,-0.23392
59045561,35,1,163.6,0.33,53.988
59045609,50,1,446.53,0.221,98.68313
59045691,35,1,212.4,0.218,46.3032
59045751,,0,-114.72,0.269,-30.85968
59045746,35,1,124.16,0.456,56.61696
59045773,35,1,347.74,0.188,65.37512
59045834,,0,-116.96,0.278,-32.51488
59045853,,0,-2.32,0.291,-0.67512
59045850,35,1,264.74,0.159,42.09366
59045919,,0,-3.12,0.22,-0.6864
59045918,75,1,453.7,0.787,357.0619
59045986,,0,-9.52,0.196,-1.86592
59046015,,0,-17.92,0.583,-10.44736
59046073,35,0,371.24,0.102,37.86648
59046285,75,1,528.98,0.258,136.47684
59046294,35,1,155.12,0.321,49.79352
59046342,,0,-102.16,0.44,-44.9504
59046550,,0,-103.68,0.383,-39.70944
59046549,,0,42.64,0.598,25.49872
59046587,,0,51.2,0.369,18.8928
59046578,35,0,333.13,0.194,64.62722
59046596,35,0,328.44,0.221,72.58524
59046701,,0,-77.76,0.325,-25.272
59046789,,0,-88.72,0.227,-20.13944
59046778,75,1,675.82,0.349,235.86118
59046841,,0,-20.64,0.407,-8.40048
59046944,,0,-26,0.39,-10.14
59046965,75,1,562.91,0.463,260.62733
59046974,,0,47.36,0.431,20.41216
59047001,35,1,168.32,0.238,40.06016
59047093,,0,-9.04,0.203,-1.83512
59047229,,0,-127.76,0.371,-47.39896
59047319,,0,-120.4,0.376,-45.2704
59047488,,0,30.08,0.293,8.81344
59047571,,0,136.4,0.209,28.5076
59047587,,0,-55.28,0.359,-19.84552
59047672,35,1,81.52,0.399,32.52648
59047829,,0,64.96,0.329,21.37184
59047853,35,0,297.23,0.195,57.95985
59047922,,0,36.72,0.512,18.80064
59048038,,0,11.12,0.293,3.25816
59048058,75,1,562.47,0.197,110.80659
59048096,,0,97.92,0.273,26.73216
59048250,35,1,196.64,0.559,109.92176
59048271,35,1,211.28,0.439,92.75192
59048340,,0,-18.88,0.489,-9.23232
59048373,,0,75.84,0.407,30.86688
59048388,,0,-8.96,0.309,-2.76864
59048439,,0,100.56,0.209,21.01704
59048467,35,1,436.74,0.172,75.11928
59048568,,0,91.28,0.204,18.62112
59048565,35,0,186.8,0.305,56.974
59048607,,0,104,0.143,14.872
59048616,75,1,534.67,0.264,141.15288
59048678,,0,299.03,0.201,60.10503
59048687,,0,-54.72,0.326,-17.83872
59048684,50,1,440.61,0.234,103.10274
59048703,,0,85.52,0.338,28.90576
59048753,,0,-63.36,0.531,-33.64416
59048835,35,1,252.32,0.489,123.38448
59048856,,0,15.6,0.382,5.9592
59048950,,0,-102.32,0.366,-37.44912
59049222,,0,-69.68,0.451,-31.42568
59049253,35,1,137.36,0.354,48.62544
59049386,75,1,489.16,0.357,174.63012
59049526,75,1,473.85,0.24,113.724
59049595,35,1,119.28,0.396,47.23488
59049603,35,1,116.56,0.446,51.98576
59049685,,0,-66.32,0.386,-25.59952
59049776,75,1,510.23,0.433,220.92959
59049844,,0,121.04,0.183,22.15032
59049864,,0,-17.04,0.46,-7.8384
59049903,,0,-39.92,0.299,-11.93608
59049917,,0,46.16,0.285,13.1556
59049964,,0,-43.44,0.356,-15.46464
59050010,,0,-60.32,0.273,-16.46736
59050096,,0,24.4,0.237,5.7828
59050093,35,1,365.57,0.189,69.09273
59050117,,0,-92,0.43,-39.56
59050187,,0,12.64,0.405,5.1192
59050212,35,1,122.4,0.455,55.692
59050233,,0,-27.2,0.254,-6.9088
59050370,35,1,325.25,0.351,114.16275
59050442,,0,150.88,0.55,82.984
59050444,,0,-19.28,0.26,-5.0128
59050647,,0,41.2,0.257,10.5884
59050661,,0,26.72,0.272,7.26784
59050702,,0,53.76,0.359,19.29984
59050783,,0,21.2,0.654,13.8648
59050845,,0,98,0.238,23.324
59050863,35,1,407.32,0.188,76.57616
59050873,35,1,243.76,0.489,119.19864
59050891,35,1,212.56,0.183,38.89848
59051006,,0,-92.56,0.295,-27.3052
59051005,,0,161.28,0.294,47.41632
59051013,35,1,104.56,0.535,55.9396
59051087,75,1,488.91,0.289,141.29499
59051102,35,1,303.16,0.287,87.00692
59051133,,0,166.08,0.22,36.5376
59051222,,0,42.64,0.469,19.99816
59051446,,0,-109.04,0.415,-45.2516
59051541,,0,28.72,0.342,9.82224
59051589,,0,-3.92,0.276,-1.08192
59051622,,0,-126.56,0.485,-61.3816
59051638,35,0,269.65,0.342,92.2203
59051653,,0,-51.2,0.269,-13.7728
59051788,35,1,244.72,0.372,91.03584
59051925,75,1,491.95,0.326,160.3757
59051978,,0,64.16,0.449,28.80784
59051986,,0,-56.8,0.232,-13.1776
59051996,,0,56,0.319,17.864
59052087,,0,67.6,0.35,23.66
59052108,,0,-4.16,0.299,-1.24384
59052172,,0,35.76,0.403,14.41128
59052201,35,1,176.16,0.583,102.70128
59052306,,0,58.32,0.24,13.9968
59052317,,0,-44.08,0.349,-15.38392
59052321,35,1,292.92,0.191,55.94772
59052379,75,1,389.25,0.334,130.0095
59052400,,0,-74.64,0.389,-29.03496
59052403,,0,-49.84,0.274,-13.65616
59052417,75,1,549.17,0.548,300.94516
59052436,,0,95.92,0.317,30.40664
59052451,,0,-21.04,0.455,-9.5732
59052458,,0,50.16,0.259,12.99144
59052571,,0,-53.52,0.286,-15.30672
59052573,,0,11.52,0.255,2.9376
59052559,35,1,432.98,0.299,129.46102
59052582,,0,-48.72,0.631,-30.74232
59052707,,0,36.72,0.305,11.1996
59052699,75,1,530.26,0.246,130.44396
59052767,,0,20.08,0.378,7.59024
59052781,,0,-54.72,0.553,-30.26016
59052830,,0,-16.16,0.414,-6.69024
59052876,,0,31.68,0.421,13.33728
59052983,35,0,138.72,0.289,40.09008
59053111,,0,137.2,0.209,28.6748
59053108,75,1,455.14,0.357,162.48498
59053327,,0,33.52,0.453,15.18456
59053362,75,1,718.31,0.337,242.07047
59053416,35,1,234.08,0.249,58.28592
59053505,,0,123.92,0.254,31.47568
59053511,50,1,481.14,0.207,99.59598
59053592,35,0,188.08,0.359,67.52072
59053697,,0,-14.32,0.328,-4.69696
59053720,,0,-94.96,0.472,-44.82112
59053816,35,1,281.78,0.194,54.66532
59053848,,0,36,0.529,19.044
59053877,,0,69.28,0.315,21.8232
59053870,35,1,157.2,0.383,60.2076
59053958,,0,-129.2,0.322,-41.6024
59054026,,0,13.92,0.241,3.35472
59054027,,0,54.24,0.353,19.14672
59054078,,0,-32.32,0.281,-9.08192
59054095,,0,-77.52,0.321,-24.88392
59054124,,0,45.2,0.32,14.464
59054116,35,1,115.6,0.31,35.836
59054259,,0,-101.04,0.306,-30.91824
59054281,,0,90.32,0.305,27.5476
59054322,,0,82.56,0.168,13.87008
59054348,,0,25.92,0.294,7.62048
59054364,75,1,523.76,0.2,104.752
59054468,,0,61.52,0.165,10.1508
59054550,3,0,355.22,0.124,44.04728
59054565,,0,2.72,0.223,0.60656
59054571,,0,-118.96,0.467,-55.55432
59054644,,0,24.96,0.379,9.45984
59054704,35,0,296.45,0.403,119.46935
59054714,35,1,211.28,0.434,91.69552
59054748,,0,-22.48,0.207,-4.65336
59054779,35,1,144.48,0.438,63.28224
59054802,35,1,245.36,0.266,65.26576
59054934,,0,-61.92,0.295,-18.2664
59055010,,0,-112.72,0.305,-34.3796
59055062,35,1,147.84,0.621,91.80864
59055089,,0,-8.88,0.313,-2.77944
59055262,,0,-107.92,0.292,-31.51264
59055372,,0,7.44,0.252,1.87488
59055375,35,1,136,0.371,50.456
59055412,35,0,285.98,0.507,144.99186
59055525,,0,129.52,0.265,34.3228
59055557,,0,251.12,0.141,35.40792
59055562,,0,-126.24,0.367,-46.33008
59055561,50,1,446.79,0.235,104.99565
59055603,,0,-58.24,0.404,-23.52896
59055612,,0,62.88,0.305,19.1784
59055705,75,1,615.67,0.263,161.92121
59055767,,0,100.4,0.323,32.4292
59055860,,0,-79.52,0.276,-21.94752
59055873,,0,84.96,0.366,31.09536
59055879,,0,101.92,0.245,24.9704
59055882,35,1,264.32,0.387,102.29184
59055908,,0,104.16,0.299,31.14384
59055918,35,1,213.44,0.533,113.76352
59056057,,0,56.8,0.35,19.88
59056124,75,1,538.19,0.294,158.22786
59056197,,0,79.2,0.274,21.7008
59056206,75,1,585.93,0.699,409.56507
59056224,35,0,388.33,0.185,71.84105
59056303,,0,-88,0.633,-55.704
59056366,3,1,235.76,0.137,32.29912
59056411,35,1,223.52,0.548,122.48896
59056465,35,0,161.04,0.33,53.1432
59056594,75,1,510.47,0.276,140.88972
59056683,,0,1.36,0.233,0.31688
59056759,,0,206.96,0.344,71.19424
59057014,,0,-34.4,0.354,-12.1776
59057111,,0,-121.04,0.375,-45.39
59057098,35,1,131.28,0.541,71.02248
59057349,35,1,205.04,0.211,43.26344
59057360,75,1,729.8,0.239,174.4222
59057383,,0,-87.44,0.233,-20.37352
59057423,75,1,440.48,0.37,162.9776
59057444,,0,-25.28,0.428,-10.81984
59057457,,0,107.28,0.27,28.9656
59057494,35,1,206.24,0.247,50.94128
59057635,,0,-55.04,0.321,-17.66784
59057648,,0,-125.04,0.304,-38.01216
59057735,,0,-39.92,0.546,-21.79632
59057741,35,1,245.76,0.465,114.2784
59057814,,0,-123.68,0.244,-30.17792
59057834,35,0,439.01,0.132,57.94932
59057851,75,1,650.88,0.287,186.80256
59057870,75,1,810.05,0.427,345.89135
59057937,,0,-3.92,0.404,-1.58368
59057912,75,1,754.95,0.214,161.5593
59057973,35,0,142.88,0.456,65.15328
59058011,35,1,398.37,0.239,95.21043
59058027,,0,146.32,0.158,23.11856
59058086,35,1,104.4,0.388,40.5072
59058109,,0,-100.48,0.377,-37.88096
59058177,,0,-60.88,0.69,-42.0072
59058179,,0,-53.44,0.282,-15.07008
59058155,35,0,336.52,0.235,79.0822
59058208,,0,-28,0.229,-6.412
59058225,35,1,222.24,0.28,62.2272
59058304,,0,-51.44,0.285,-14.6604
59058334,35,1,106.08,0.468,49.64544
59058392,35,1,181.44,0.226,41.00544
59058549,35,0,326.77,0.218,71.23586
59058657,,0,8.64,0.419,3.62016
59058669,3,0,154.72,0.229,35.43088
59058719,,0,137.44,0.178,24.46432
59058768,35,0,293.86,0.374,109.90364
59058794,,0,-105.6,0.51,-53.856
59058947,,0,7.52,0.239,1.79728
59058975,,0,14.32,0.105,1.5036
59059048,35,1,265.87,0.524,139.31588
59059097,75,0,485.1,0.402,195.0102
59059140,,0,-86.08,0.327,-28.14816
59059158,,0,-57.12,0.548,-31.30176
59059162,,0,91.76,0.179,16.42504
59059164,,0,61.44,0.234,14.37696
59059177,35,0,113.76,0.315,35.8344
59059190,75,1,728.2,0.306,222.8292
59059207,35,1,227.76,0.615,140.0724
59059224,,0,-114.24,0.322,-36.78528
59059309,35,0,266.88,0.478,127.56864
59059416,35,1,163.04,0.419,68.31376
59059508,,0,-78,0.369,-28.782
59059548,,0,-40.56,0.376,-15.25056
59059572,75,1,425.81,0.328,139.66568
59059606,,0,-36.32,0.58,-21.0656
59059645,,0,-2.32,0.348,-0.80736
59059654,35,1,99.76,0.339,33.81864
59059737,,0,-126.64,0.231,-29.25384
59059733,75,1,589.63,0.357,210.49791
59059775,,0,-116.72,0.367,-42.83624
59059902,,0,82.48,0.319,26.31112
59059906,,0,-95.76,0.536,-51.32736
59059962,,0,-39.52,0.228,-9.01056
59059978,35,1,176.72,0.507,89.59704
59060152,,0,67.68,0.444,30.04992
59060143,35,1,249.84,0.297,74.20248
59060167,35,1,230.48,0.168,38.72064
59060381,,0,24.32,0.279,6.78528
59060386,,0,194.88,0.105,20.4624
59060432,,0,15.52,0.507,7.86864
59060437,35,1,404.6,0.258,104.3868
59060487,,0,157.04,0.278,43.65712
59060515,75,1,561.76,0.313,175.83088
59060570,,0,69.76,0.414,28.88064
59060595,35,1,199.04,0.309,61.50336
59060610,35,1,248.08,0.508,126.02464
59060625,,0,165.12,0.193,31.86816
59060688,,0,79.84,0.4,31.936
59060715,,0,-72.4,0.576,-41.7024
59060706,35,1,185.52,0.302,56.02704
59060803,35,0,197.68,0.23,45.4664
59060846,35,1,116.4,0.44,51.216
59060934,,0,75.76,0.33,25.0008
59060993,,0,-52.32,0.29,-15.1728
59060982,35,1,255.04,0.475,121.144
59061048,,0,230.64,0.22,50.7408
59061147,35,1,77.04,0.443,34.12872
59061177,,0,-82.64,0.276,-22.80864
59061207,,0,184.48,0.149,27.48752
59061605,,0,136.8,0.243,33.2424
59061699,50,1,438.08,0.236,103.38688
59061763,,0,-42.48,0.274,-11.63952
59061776,35,0,335.32,0.384,128.76288
59061913,,0,33.2,0.227,7.5364
59061933,75,1,513.71,0.228,117.12588
59061998,35,1,213.2,0.679,144.7628
59062023,35,1,144.96,0.261,37.83456
59062049,,0,-31.28,0.303,-9.47784
59062088,,0,-103.76,0.426,-44.20176
59062133,,0,-117.68,0.252,-29.65536
59062406,75,1,517.06,0.319,164.94214
59062415,35,1,94.88,0.35,33.208
59062578,,0,-55.68,0.309,-17.20512
59062631,,0,2.48,0.51,1.2648
59062809,,0,-54,0.25,-13.5
59062840,,0,-3.12,0.364,-1.13568
59062844,75,1,463.14,0.318,147.27852
59062923,35,1,217.44,0.356,77.40864
59062982,75,1,431.97,0.45,194.3865
59062989,35,1,267.32,0.266,71.10712
59063085,,0,74.16,0.15,11.124
59063201,,0,61.92,0.265,16.4088
59063300,,0,128.64,0.234,30.10176
59063302,35,1,106.48,0.317,33.75416
59063320,,0,-37.44,0.265,-9.9216
59063354,50,1,390.04,0.324,126.37296
59063458,,0,-78.48,0.782,-61.37136
59063490,,0,89.04,0.211,18.78744
59063647,75,1,398.86,0.621,247.69206
59063654,35,1,130.48,0.343,44.75464
59063755,,0,-98.16,0.308,-30.23328
59063797,35,1,134.72,0.283,38.12576
59063837,,0,-58.48,0.325,-19.006
59063844,,0,-3.28,0.221,-0.72488
59063918,,0,130.4,0.212,27.6448
59063971,,0,-4.64,0.262,-1.21568
59064012,,0,-117.76,0.205,-24.1408
59064050,,0,16.64,0.243,4.04352
59064117,,0,-22,0.464,-10.208
59064167,,0,-19.36,0.23,-4.4528
59064199,35,1,125.76,0.363,45.65088
59064333,,0,-92.72,0.424,-39.31328
59064370,,0,-71.12,0.267,-18.98904
59064399,,0,-3.52,0.239,-0.84128
59064465,,0,-99.76,0.283,-28.23208
59064585,,0,87.44,0.272,23.78368
59064607,,0,-51.84,0.192,-9.95328
59064612,35,1,187.76,0.365,68.5324
59064798,35,1,120.48,0.439,52.89072
59064821,,0,31.12,0.228,7.09536
59064990,,0,28.48,0.239,6.80672
59065148,75,1,471.3,0.319,150.3447
59065188,,0,-11.68,0.295,-3.4456
59065197,35,1,179.84,0.325,58.448
59065299,,0,-92.16,0.24,-22.1184
59065313,,0,-131.04,0.497,-65.12688
59065329,35,0,295.74,0.505,149.3487
59065374,75,1,769.58,0.248,190.85584
59065494,35,1,196.4,0.286,56.1704
59065604,,0,131.28,0.227,29.80056
59065638,,0,-18.72,0.303,-5.67216
59065645,35,1,427.03,0.241,102.91423
59065687,,0,1.52,0.287,0.43624
59065685,75,1,559.94,0.498,278.85012
59065903,35,1,157.28,0.452,71.09056
59065974,75,1,563.41,0.29,163.3889
59066014,,0,14.4,0.262,3.7728
59066165,,0,-59.6,0.26,-15.496
59066164,35,1,172.96,0.386,66.76256
59066180,,0,27.44,0.468,12.84192
59066172,75,0,624.58,0.258,161.14164
59066263,,0,-101.2,0.374,-37.8488
59066284,,0,-53.6,0.189,-10.1304
59066361,35,1,238.4,0.387,92.2608
59066416,,0,-86.88,0.376,-32.66688
59066425,50,1,418.02,0.285,119.1357
59066511,,0,40.08,0.133,5.33064
59066520,,0,-111.52,0.371,-41.37392
59066646,35,1,230.72,0.326,75.21472
59066671,,0,-111.28,0.174,-19.36272
59066698,35,1,66.24,0.585,38.7504
59066738,35,1,127.36,0.448,57.05728
59066754,75,1,685.41,0.391,267.99531
59066791,,0,55.04,0.298,16.40192
59066792,35,0,98.64,0.361,35.60904
59066895,,0,64.32,0.452,29.07264
59066885,75,1,573.13,0.286,163.91518
59066933,,0,121.52,0.234,28.43568
59067003,,0,24,0.245,5.88
59067018,75,1,508.06,0.4,203.224
59067128,75,1,483.91,0.296,143.23736
59067161,35,1,233.44,0.306,71.43264
59067225,,0,-66.08,0.383,-25.30864
59067285,35,1,73.04,0.437,31.91848
59067314,,0,37.12,0.268,9.94816
59067331,,0,-95.76,0.138,-13.21488
59067396,,0,-18.96,0.429,-8.13384
59067419,35,1,76.16,0.632,48.13312
